job_title,company,location,raw_content,job_url,stipend_text,duration_text,stipend_numeric,category,is_remote
Data Analytics,The Affordable Organic Store,Work from home,"Data Analytics|The Affordable Organic Store|Actively hiring|Work from home|₹ 2,000 - 3,000 /month|6 Months|We are looking for a talented Data Analytics intern to join our team at The Affordable Organic Store. As a part of our team, you will have the opportunity to apply your knowledge of Python, SQL, Data Analytics, and MS-Excel to help drive data-driven decisions and strategies that will impact our business and customer experience.

Key Responsibilities:
1. Assist in collecting, analyzing, and interpreting data to provide insights for decision-making.
2. Develop and maintain data visualization dashboards to track key metrics and KPIs.
3. Collaborate with cross-functional teams to identify opportunities for process improvement and optimization.
4. Conduct ad-hoc analysis and reports to support various departments within the company.
5. Assist in data cleansing and data quality initiatives to ensure accuracy and reliability of data.
6. Stay up-to-date with industry trends and best practices in data analytics to continuously improve processes.
7. Present findings and recommendations to team members and stakeholders in a clear and concise manner. 

If you are a proactive and detail-oriented individual with a passion for leveraging data to drive business success, we would love to hear from you. Join us in our mission to provide affordable organic products to our customers while gaining valuable hands-on experience in the field of Data Analytics. Apply now!|Python|SQL|Data Analytics|MS-Excel|Today|Part time",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-the-affordable-organic-store1770454786,"₹ 2,000 - 3,000",6 Months,2500.0,Data Science & AI,True
AI Tools & Automation,Grivaa Consultancy Services,Work from home,"AI Tools & Automation|Grivaa Consultancy Services|Actively hiring|Work from home|₹ 6,000 - 12,500 /month|1 Month|1. Researching, testing, and implementing cutting-edge AI tools across business, marketing, and data workflows.
2. Setting up and managing AI video and content automation using tools like HeyGen, OpusClip, Synthesia, Descript, and ChatGPT.
3. Designing and automating CRM and workflow systems through Notion, Airtable, HubSpot, Make (Integromat), and Zapier.
4. Creating visually engaging presentations and reports using Gamma, Tome, Canva Magic, and ChatGPT-powered templates.
5. Building smart Excel/Google Sheet dashboards with AI integration for analytics and data visualization.
6. Automating stock market and financial data workflows using platforms like Emergent, Perplexity AI, and Claude.
7. Streamlining content publishing pipelines by integrating AI tools for scheduling, captions, and analytics.
8. Collaborating with the founder’s office to conceptualize, prototype, and deploy automation projects end-to-end.
9. Documenting all workflows and preparing SOPs to ensure scalability and cross-team adoption.
10. Staying ahead of trends by continuously exploring new AI tools that enhance productivity and decision-making.|Artificial intelligence|Notion|ChatGPT|Claude|AI Video Generation|AI Image Generation|HeyGen (GenAI)|1 day ago|Part time",https://internshala.com/internship/detail/work-from-home-part-time-ai-tools-automation-internship-at-grivaa-consultancy-services1770446456,"₹ 6,000 - 12,500",1 Month,9250.0,Data Science & AI,True
Full Stack Developer (AI - Enabled),Jarurat Care,Work from home,"Full Stack Developer (AI - Enabled)|Jarurat Care|Actively hiring|Work from home|Unpaid|4 Months|1. Assist in designing, developing, and maintaining web applications and internal dashboards
2. Work on frontend features to improve UI/UX and user engagement
3. Support backend development and database management (MongoDB/MySQL/PostgreSQL)
4. Integrate APIs and automate data collection from healthcare partners
5. Assist with basic AI or automation features (chatbots, form automation, data summaries, etc.)
6. Test, debug, and deploy small updates with mentor guidance
7. Share ideas to improve platform functionality and efficiency|PHP|HTML|CSS|JavaScript|Python|SQL|Git|+5 more|Today|Part time",https://internshala.com/internship/detail/work-from-home-part-time-full-stack-developer-ai-enabled-internship-at-jarurat-care1770457717,Unpaid,4 Months,0.0,Data Science & AI,True
AI ML Developer,Invictus Global Tech,Work from home,"AI ML Developer|Invictus Global Tech|Actively hiring|Work from home|₹ 12,000 - 18,000 /month|3 Months|1. Build AI-powered features (chat, assistants, summarizers, lead-qualification, etc.)
2. Integrate LLM APIs (OpenAI/Gemini/Anthropic) into backend services
3. Work on backend development using Node.js/Python
4. Build and maintain REST APIs and webhooks
5. Work with databases (MySQL/PostgreSQL, MongoDB) and write optimized queries
6. Debug, test, and document code + workflows
7. Collaborate with product/performance teams to turn requirements into features|JavaScript|Machine Learning|Node.js|Automation|Express.js|React|Today",https://internshala.com/internship/detail/work-from-home-ai-ml-developer-internship-at-invictus-global-tech1770457334,"₹ 12,000 - 18,000",3 Months,15000.0,Data Science & AI,True
Machine Learning,CloudZapier,Work from home,"Machine Learning|CloudZapier|Actively hiring|Work from home|₹ 10,000 - 20,000 /month|3 Months|1. Assist in developing and implementing machine learning algorithms for data analysis and prediction.
2. Collaborate with the team to optimize and improve existing machine learning models.
3. Research new trends and technologies in natural language processing and deep learning.
4. Support the integration of AI solutions into our platform for enhanced user experience.
5. Work on data preprocessing, feature engineering, and model evaluation tasks.
6. Assist in building scalable and efficient machine learning pipelines.
7. Contribute to the overall success of the team by actively participating in brainstorming sessions and knowledge sharing.

Are you a passionate machine learning enthusiast with a strong foundation in Python, R programming, data science, and more? Join our team at CloudZapier as a machine learning intern and immerse yourself in cutting-edge projects in artificial intelligence and data analytics. Don't miss this opportunity to gain hands-on experience and make a real impact in the world of AI and data science. Apply now and take your career to the next level with CloudZapier!|Python|Data Analytics|Machine Learning|R Programming|Data Science|Natural Language Processing (NLP)|Deep Learning|+1 more|Today",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-cloudzapier1770457082,"₹ 10,000 - 20,000",3 Months,15000.0,Data Science & AI,True
Data Analytics,The Affordable Organic Store,Work from home,"Data Analytics|The Affordable Organic Store|Actively hiring|Work from home|₹ 2,000 - 3,000 /month|6 Months|We are looking for a talented Data Analytics intern to join our team at The Affordable Organic Store. As a part of our team, you will have the opportunity to apply your knowledge of Python, SQL, Data Analytics, and MS-Excel to help drive data-driven decisions and strategies that will impact our business and customer experience.

Key Responsibilities:
1. Assist in collecting, analyzing, and interpreting data to provide insights for decision-making.
2. Develop and maintain data visualization dashboards to track key metrics and KPIs.
3. Collaborate with cross-functional teams to identify opportunities for process improvement and optimization.
4. Conduct ad-hoc analysis and reports to support various departments within the company.
5. Assist in data cleansing and data quality initiatives to ensure accuracy and reliability of data.
6. Stay up-to-date with industry trends and best practices in data analytics to continuously improve processes.
7. Present findings and recommendations to team members and stakeholders in a clear and concise manner. 

If you are a proactive and detail-oriented individual with a passion for leveraging data to drive business success, we would love to hear from you. Join us in our mission to provide affordable organic products to our customers while gaining valuable hands-on experience in the field of Data Analytics. Apply now!|Python|SQL|Data Analytics|MS-Excel|Today|Part time",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-the-affordable-organic-store1770454786,"₹ 2,000 - 3,000",6 Months,2500.0,Data Science & AI,True
AI Tools & Automation,Grivaa Consultancy Services,Work from home,"AI Tools & Automation|Grivaa Consultancy Services|Actively hiring|Work from home|₹ 6,000 - 12,500 /month|1 Month|1. Researching, testing, and implementing cutting-edge AI tools across business, marketing, and data workflows.
2. Setting up and managing AI video and content automation using tools like HeyGen, OpusClip, Synthesia, Descript, and ChatGPT.
3. Designing and automating CRM and workflow systems through Notion, Airtable, HubSpot, Make (Integromat), and Zapier.
4. Creating visually engaging presentations and reports using Gamma, Tome, Canva Magic, and ChatGPT-powered templates.
5. Building smart Excel/Google Sheet dashboards with AI integration for analytics and data visualization.
6. Automating stock market and financial data workflows using platforms like Emergent, Perplexity AI, and Claude.
7. Streamlining content publishing pipelines by integrating AI tools for scheduling, captions, and analytics.
8. Collaborating with the founder’s office to conceptualize, prototype, and deploy automation projects end-to-end.
9. Documenting all workflows and preparing SOPs to ensure scalability and cross-team adoption.
10. Staying ahead of trends by continuously exploring new AI tools that enhance productivity and decision-making.|Artificial intelligence|Notion|ChatGPT|Claude|AI Video Generation|AI Image Generation|HeyGen (GenAI)|1 day ago|Part time",https://internshala.com/internship/detail/work-from-home-part-time-ai-tools-automation-internship-at-grivaa-consultancy-services1770446456,"₹ 6,000 - 12,500",1 Month,9250.0,Data Science & AI,True
Data Analytics,CloudZapier,Work from home,"Data Analytics|CloudZapier|Actively hiring|Work from home|₹ 7,500 - 20,000 /month|3 Months|Are you a data-savvy individual with a passion for analytics and a knack for coding? We are looking for a dynamic 'data analytics' intern to join our team at CloudZapier. As a valued member of our company, you will have the opportunity to work with cutting-edge technologies and gain hands-on experience in the field of data science.

 

1. Utilize Python and SQL to extract and manipulate data from various sources.
2. Perform data analysis and create visualizations using tools such as Tableau and Power BI.
3. Develop and maintain dashboards to track key performance indicators and business metrics.
4. Collaborate with team members to identify data trends and insights to drive business decisions.
5. Assist in the implementation of data-driven solutions to optimize business processes.
6. Conduct research and provide recommendations for improving data quality and integrity.
7. Assist in the development and maintenance of data pipelines and workflows.

If you are a motivated individual with a strong foundation in data analytics and a desire to learn and grow in a fast-paced environment, we want to hear from you. Join us at Cloudzapier and take your data analytics skills to the next level!|Python|SQL|Data Analytics|MS-Excel|Data Science|Power BI|Tableau|1 day ago",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-cloudzapier1770446317,"₹ 7,500 - 20,000",3 Months,13750.0,Data Science & AI,True
Machine Learning,Leegality (Grey Swift Private Limited),Work from home,"Machine Learning|Leegality (Grey Swift Private Limited)|Actively hiring|Work from home|₹ 10,000 - 15,000 /month|6 Months|1. Assist in developing and evaluating machine learning models
2. Work with ML frameworks such as PyTorch or Transformers
3. Perform data collection, annotation, preprocessing and analysis
4. Support model training, testing, and performance evaluation
5. Document experiments, results, and learnings
6. Collaborate with engineers to understand model integration and deployment workflows|Python|Data Analytics|Computer Vision|Data Science|Natural Language Processing (NLP)|1 day ago",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-leegality-grey-swift-private-limited1770444156,"₹ 10,000 - 15,000",6 Months,12500.0,Data Science & AI,True
Student Digital Marketing,EduVeda Academy,Work from home,"Student Digital Marketing|EduVeda Academy|Actively hiring|Work from home|₹ 37,000 - 43,000 /month|2 Months|Are you a student looking to gain hands-on experience in the world of digital marketing? Look no further! EduVeda Academy is seeking a dynamic and driven individual to join our team as a 'Student Digital Marketing Intern.'  As a key member of our marketing team, you will have the opportunity to hone your skills in effective communication, community management, and social media marketing. You will work closely with our team to create engaging content, interact with our online community, and drive growth through various social media channels. 

Selected intern's day-to-day responsibilites include: 

1. Assist in creating and scheduling social media content across platforms
2. Engage with our online community by responding to comments and messages
3. Monitor social media analytics and provide insights for future campaigns
4. Collaborate with the team to brainstorm creative marketing ideas
5. Support the execution of digital marketing campaigns
6. Research and stay up-to-date on industry trends and best practices
7. Provide general administrative support to the marketing team 

If you are a self-starter with a passion for digital marketing and a desire to learn, we want to hear from you! Join us at EduVeda Academy and take the first step towards a successful career in marketing. Apply now!|Social Media Marketing|Effective Communication|Community Management|1 day ago|Job offer upto|₹ 6LPA|post internship",https://internshala.com/internship/detail/work-from-home-student-digital-marketing-internship-at-eduveda-academy1770443019,"₹ 37,000 - 43,000",2 Months,40000.0,Marketing & Growth,True
Financial Analyst,Zean Lithos And Company Private Limited,Work from home,"Financial Analyst|Zean Lithos And Company Private Limited|Actively hiring|Work from home|₹ 9,000 - 12,000 /month|2 Months|1. Collect information, perform research, and analyze assets, such as stocks, mutual funds, etc.
2. Present the research to portfolio managers, as part of a team in which experts in different fields get to weigh their insights
3. Collaborate in preparing presentations and sharing information among peers
4. Collect and interpret data, such as company financial statements, price developments, currency adjustments, and yield fluctuations|MS-Word|MS-Excel|1 day ago|Job offer upto|₹ 11LPA|post internship|Part time",https://internshala.com/internship/detail/work-from-home-financial-analyst-internship-at-zean-lithos-and-company-private-limited1770432523,"₹ 9,000 - 12,000",2 Months,10500.0,Data Science & AI,True
Growth,Cumin Co.,Gurgaon,"Growth|Cumin Co.|Gurgaon|₹ 10,000 - 20,000 /month|1 Month|We are looking for a growth intern to support our team during a short-term technology migration project. The intern will play a key role in data entry, validation, and coordination to ensure a smooth and accurate transition between systems.



1. Supporting tech/platform migration activities by updating, uploading, and validating data
2. Performing data entry and clean-up across internal tools and systems
3. Assisting in verifying data accuracy and completeness post-migration
4. Coordinating with the internal teams (growth, operations, tech) to track progress and resolve gaps
5. Maintaining documentation and basic reports related to migration status
6. Handling ad-hoc operational tasks related to growth and systems support|Technical Support|Data Analysis|1 day ago",https://internshala.com/internship/detail/growth-internship-in-gurgaon-at-cumin-co1770385236,"₹ 10,000 - 20,000",1 Month,15000.0,Marketing & Growth,False
Unknown,Unknown,Remote,"Get hired in  Data Science|4.5|Online Placement Course with AI|Highest salary offered: ₹9 LPA|Learn from industry experts of Paypal, Indigo & more|Skills you will learn|Python|Data Analysis|Machine Learning|and more|Course fees|(refundable if not placed)|₹34999|₹40000|Apply now",,₹9,N/A,9.0,Other,False
IT Executive,Pawzz,Work from home,"IT Executive|Pawzz|Actively hiring|Work from home|₹ 15,000 - 25,000 /month|3 Months|We are looking for a motivated IT Executive Intern (Product & Automation) who wants hands-on exposure to real-world tech execution. This role focuses on supporting website delivery, building AI/automation workflows, and managing internal tech processes. The internship comes with a clear path to full-time employment based on performance.

Key Responsibilities:

1. Website & Product Support: Assist in coordinating website development, managing updates, testing features, fixing bugs, and ensuring smooth releases in collaboration with developers or freelancers.
2. AI & Automation Setup: Build and manage basic automation workflows and simple AI-based tasks like data cleanup, categorization, summaries, and templated responses.
3. Tool Integration & Workflow Management: Connect tools using platforms like Zapier, Make, or n8n, monitor automation reliability, and ensure workflows run smoothly with minimal manual effort.
4. Tech Operations & Process Tracking: Maintain task boards (Notion/Trello/Jira), track requirements and timelines, and document basic SOPs for tools, deployments, and troubleshooting.
5. Data & System Hygiene: Ensure data is structured, clean, secure, and backed up; create simple internal dashboards or reports for visibility and decision-making.|MS-Office|Time Management|Google Docs|C Programming|Web development|Frontend development|Backend development|+6 more|1 day ago",https://internshala.com/internship/detail/work-from-home-it-executive-internship-at-pawzz1770376790,"₹ 15,000 - 25,000",3 Months,20000.0,Other,True
Data Science,Fitbae Healthcare Private Limited,Work from home,"Data Science|Fitbae Healthcare Private Limited|Actively hiring|Work from home|₹ 5,500 - 6,500 /month|2 Months|This internship is for students who want real exposure to data science work.

Interns will assist in cleaning datasets, preparing reports, and basic data analysis tasks using Excel or Python. Work will be guided and task-based.

This role is beginner friendly.

Responsibilities:

1. Clean and organize data
2. Prepare analysis reports
3. Work on basic datasets|Machine Learning|Critical thinking|Data Science|1 day ago",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-fitbae-healthcare-private-limited1770376600,"₹ 5,500 - 6,500",2 Months,6000.0,Data Science & AI,True
Python Development,Druidot Consulting Private Limited,Work from home,"Python Development|Druidot Consulting Private Limited|Actively hiring|Work from home|₹ 1,000 /month|6 Months|1. Collaborating with senior developers to design and implement efficient Python code for web applications using Flask and Django frameworks
2. Working on machine learning algorithms to enhance our products and services
3. Developing and maintaining RESTful APIs for seamless data communication between systems
4. Utilizing CSS and HTML to create visually appealing user interfaces
5. Implementing natural language processing techniques to analyze and extract insights from text data
6. Assisting in testing and debugging code to ensure optimal performance and functionality
7. Staying updated on the latest industry trends and technologies to contribute innovative ideas to the team|HTML|CSS|Python|Software Testing|Django|Machine Learning|Computer Vision|+5 more|1 day ago",https://internshala.com/internship/detail/work-from-home-python-development-internship-at-druidot-consulting-private-limited1770371825,"₹ 1,000",6 Months,1000.0,Web/Software Dev,True
Business Analytics,Trade Blog Platform,Work from home,"Business Analytics|Trade Blog Platform|Actively hiring|Work from home|₹ 8,000 - 12,000 /month|2 Months|Are you a master of MS-Office, MS-Excel, and Data Analytics? Do you have impeccable English proficiency and a knack for research? If so, we have the perfect opportunity for you as a Business Analytics intern at our Trade Blog Platform company! Join our dynamic team and gain valuable hands-on experience in the world of business analytics. 

1. Conduct in-depth data analysis to identify trends and insights for our trade blog platform.
2. Create reports and presentations to communicate findings to stakeholders.
3. Utilize SQL to extract and manipulate data from databases.
4. Collaborate with team members to develop and implement data-driven strategies.
5. Assist in monitoring and optimizing website performance through analytics.
6. Conduct market research to identify opportunities for growth and improvement.
7. Enhance your communication skills through interactions with team members and clients. 

If you are a proactive, detail-oriented individual with a passion for analytics, we want to hear from you! Apply now and take the first step towards a rewarding career in business analytics.|MS-Office|SQL|Data Analytics|MS-Excel|English Proficiency (Spoken)|English Proficiency (Written)|Research and Analytics|1 day ago|Part time",https://internshala.com/internship/detail/work-from-home-business-analytics-internship-at-trade-blog-platform1770364880,"₹ 8,000 - 12,000",2 Months,10000.0,Data Science & AI,True
Data Annotation,Globik AI Private Limited,Work from home,"Data Annotation|Globik AI Private Limited|Actively hiring|Work from home|₹ 6,000 - 7,000 /month|2 Months|As a 'Data Annotation Intern', you will gain hands-on experience working with advanced technologies in the domain of autonomous driving. Your primary responsibility will be to accurately label and annotate data that helps train and improve our AI models for road and traffic recognition.



1. Precisely labeling and annotating diverse data formats, including images, videos, and LiDAR scans.
2. Collaborating closely with the data science team to ensure annotations meet high-quality standards for model training.
3. Assisting in the creation and refinement of annotation guidelines and protocols for various datasets.
4. Working with engineers to streamline and optimize annotation workflows and processes.
5. Providing constructive feedback on annotation tools and recommending improvements to enhance efficiency.
6. Actively participating in team discussions and contributing ideas to improve data annotation practices.
7. Keeping up to date with the latest trends, tools, and techniques in data annotation for autonomous vehicle systems.

This role offers an excellent opportunity to contribute to the future of transportation by supporting the development of safe and reliable self-driving technology. Join our dynamic team and be a part of our mission to transform mobility through intelligent AI solutions. Apply now!|Data Annotation|2 days ago",https://internshala.com/internship/detail/work-from-home-data-annotation-internship-at-globik-ai-private-limited1770363474,"₹ 6,000 - 7,000",2 Months,6500.0,Data Science & AI,True
Business Analytics,ViralChilly,Jaipur,"Business Analytics|ViralChilly|Actively hiring|Jaipur|₹ 3,000 - 5,000 /month|4 Months|We are seeking an analytical and detail-oriented intern.

Selected intern's day-to-day responsibilities include supporting data-driven decision-making across multiple business functions. 

Adept at understanding stakeholder requirements, translating data into actionable insights, coordinating with cross-functional teams, and ensuring timely and accurate reporting. 

Known for structured thinking, calm handling of requests, and end-to-end accountability in fast-paced environments.

Core expertise:

*Data Collection & Cleaning
*Reporting & Dashboard Management
*Business Metrics Analysis
*Requirement Gathering & Scope Understanding
*Timeline, Milestone & Dependency Tracking
*Cross-Functional Coordination
*Quality Assurance & Accuracy Checks

Critical execution skills:

*Requirement Gathering & Analysis
*Participated in stakeholder calls to understand business goals, KPIs, and reporting needs
*Converted vague business requests into clear, actionable analysis tasks
*Developed strong understanding of databases, spreadsheets, and basic data visualization tools
*Stakeholder Communication & Management
*Acted as the point of contact for data-related clarifications
*Provided proactive updates on analysis progress, flagged issues, and managed expectation alignment
*Maintained clarity, confidence, and transparency in all stakeholder interactions
*Technical Fluency (Non-Coding)
*Understands difference between data reporting vs. business insights
*Able to estimate timelines for analysis tasks
*Identifies unnecessary complexity or gaps in data collection
*Project Planning & Delivery
*Broke analytical tasks into milestones with realistic timelines
*Tracked daily progress and ensured timely follow-ups
*Escalated data quality or resource risks early to prevent delays

Smartness & problem-solving traits:

Thinks logically during stakeholder calls; handles unexpected questions calmly
Converts ambiguous business questions into structured analysis plans
Anticipates data gaps, unclear requirements, and reporting bottlenecks
Proactive in identifying blockers and proposing solutions

Solution-oriented approach: “Let me check the data and come back with clarity”

CULTURAL & BEHAVIORAL STRENGTHS
Strong Ownership Mindset – Takes responsibility for accurate and timely insights
Calm Under Pressure – Manages tight deadlines, urgent requests, and data dependencies effectively
Process-Driven – Follows SOPs, checklists, and documentation rigorously
High Attention to Detail – Avoids errors by validating data early
Empathy & People Skills – Balances stakeholder expectations with team bandwidth
Reliability – Consistent follow-ups, punctuality, and predictable execution
QUALITY ASSURANCE & DELIVERY EXCELLENCE
Performs validation of data before sharing reports
Ensures dashboards and reports are accurate, consistent, and actionable
Checks that deliverables meet agreed requirements before stakeholder review
BONUS VALUE ADDITIONS
Basic understanding of visualization and BI tools to identify data anomalies
Professional communication of insights to avoid misinterpretation
Structured documentation of data sources, steps, and key insights

PROFESSIONAL EXPERIENCE (INTERNSHIP FOCUS)
 Business Analytics Intern
Supported multiple analytical projects simultaneously
Coordinated between stakeholders, data engineers, and managers to ensure timely delivery
Ensured clear documentation, scope control, and accuracy of insights
Maintained trust through transparent and reliable reporting

TOOLS & PLATFORMS
Analytics & Reporting: Excel, Google Sheets, Power BI, Tableau
Project Tools: Trello / Asana / ClickUp / Jira
Communication: Zoom, Google Meet, Slack
Documentation: Google Docs, Sheets|MS-Office|SQL|Data Analytics|MS-Excel|English Proficiency (Spoken)|English Proficiency (Written)|Research and Analytics|+1 more|2 days ago",https://internshala.com/internship/detail/business-analytics-internship-in-jaipur-at-viralchilly1770363233,"₹ 3,000 - 5,000",4 Months,4000.0,Data Science & AI,False
Machine Learning,Innoknowvex,Work from home,"Machine Learning|Innoknowvex|Actively hiring|Work from home|₹ 11,000 - 23,000 /month|3 Months|Selected intern's day-to-day responsibilites include:

1. Assist in collecting and cleaning datasets for ML projects
2. Support building and testing basic machine learning models
3. Conduct simple data analysis and visualize results
4. Help evaluate model performance and suggest improvements
5. Prepare reports to share findings with the team
6. Collaborate with team members on ML projects
7. Learn and stay updated on basic ML tools and techniques|Python|Data Analytics|Machine Learning|R Programming|Natural Language Processing (NLP)|2 days ago|Job offer upto|₹ 4.6LPA|post internship",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-innoknowvex1770360306,"₹ 11,000 - 23,000",3 Months,17000.0,Data Science & AI,True
AI Social Media Content,Allo Innoware,Work from home,"AI Social Media Content|Allo Innoware|Actively hiring|Work from home|₹ 8,000 - 10,000 /month|6 Months|A. AI-Generated Product Images:
1. Create product images using AI tools for website listings, ads, and creatives.
2. Enhance visuals using AI for backgrounds, lighting, lifestyle scenes, text overlays, and callouts.

2. Content Research Using AI:
1. Use AI tools to research viral Instagram formats, hooks, and trends.
2. Analyze competitor content and what’s working for them.
3. Identify product positioning angles (health, safety, convenience, design).
4. Convert research into clear content ideas.

3. Short-Form Videos & Reels:
1. Generate and edit Instagram Reels using AI tools.
2. Add captions, hooks, music, transitions, and visual callouts.

4. Execution & Iteration:
1. Produce content fast, test variations, and improve based on feedback.
2. Organize assets, prompts, templates, and outputs cleanly.
3. Work closely with the marketing team to align with campaigns.|Social Media Marketing|Artificial intelligence|AI Video Generation|AI Image Generation|2 days ago",https://internshala.com/internship/detail/work-from-home-ai-social-media-content-internship-at-allo-innoware1770357343,"₹ 8,000 - 10,000",6 Months,9000.0,Data Science & AI,True
Behavioral Data Science,DeepThought CultureTech Ventures Private Limited,Work from home,"Behavioral Data Science|DeepThought CultureTech Ventures Private Limited|Actively hiring|Work from home|₹ 2,000 /month|6 Months|1. Develop AI workflows for corporate decision-making
2. Develop mathematical models based on management theories to develop AI workflows
3. Coordinate with researchers to bring in situation dictionaries into workflows|Mathematics|Critical thinking|Statistics|2 days ago|Part time",https://internshala.com/internship/detail/work-from-home-part-time-behavioral-data-science-internship-at-deepthought-culturetech-ventures-private-limited1770353724,"₹ 2,000",6 Months,2000.0,Data Science & AI,True
Applied AI Research,Vyorius Drones Private Limited,Work from home,"Applied AI Research|Vyorius Drones Private Limited|Actively hiring|Work from home|₹ 3,000 - 5,000 /month|2 Months|1. Work on research projects applying machine learning techniques in C++.
2. Implement, experiment with, and benchmark ML algorithms to evaluate feasibility and performance.
3. Translate research ideas, papers, or concepts into working C++ prototypes.
4. Analyze experimental results and iterate on models or algorithms to improve outcomes.
5. Optimize implementations for performance, memory usage, and scalability.
6. Collaborate with senior researchers and engineers to refine research direction and technical approach.
7. Maintain clear documentation of research methods, assumptions, and findings.
8. Compare different approaches and provide data-driven recommendations based on results.
9. Support integration into larger systems when applicable.|OpenCV|Python|Algorithms|Mathematics|Machine Learning|C++ Programming|Neural Networks|+2 more|2 days ago",https://internshala.com/internship/detail/work-from-home-applied-ai-research-internship-at-vyorius-drones-private-limited1770352426,"₹ 3,000 - 5,000",2 Months,4000.0,Data Science & AI,True
ML/AI,Maxgen Technologies Private Limited,Pune,"ML/AI|Maxgen Technologies Private Limited|Actively hiring|Pune|₹ 5,000 - 12,000 /month|3 Months|As an ML/AI intern at Maxgen Technologies Private Limited, you will have the opportunity to work on cutting-edge projects in the fields of Machine Learning and Artificial Intelligence. 



1. Assisting in developing and implementing machine learning algorithms
2. Conducting data analysis and visualization using Python
3. Collaborating with the team to solve complex problems using AI techniques
4. Testing and validating models to ensure accuracy and efficiency
5. Researching and staying up-to-date on the latest advancements in ML/AI
6. Participating in team meetings and presenting findings
7. Contributing innovative ideas to improve existing processes and technologies

If you are passionate about ML/AI, proficient in Python, and eager to learn and grow in a dynamic environment, this internship is the perfect opportunity for you to gain valuable hands-on experience and make a real impact in the field of technology. Apply now and join our team of talented professionals at Maxgen Technologies Private Limited!|Python|Machine Learning|Artificial intelligence|2 days ago|Part time",https://internshala.com/internship/detail/part-time-ml-ai-internship-in-pune-at-maxgen-technologies-private-limited1770352370,"₹ 5,000 - 12,000",3 Months,8500.0,Data Science & AI,False
Machine Learning,Maxgen Technologies Private Limited,Ahmedabad,"Machine Learning|Maxgen Technologies Private Limited|Actively hiring|Ahmedabad|₹ 5,000 - 12,000 /month|3 Months|As a Machine Learning intern at Maxgen Technologies Private Limited, you will have the exciting opportunity to work with cutting-edge technology and contribute to innovative projects in the field of artificial intelligence. Your knowledge of Python, machine learning, deep learning, and artificial intelligence will be put to the test as you collaborate with a team of experts in the industry. 



1. Develop and implement machine learning algorithms to solve complex business problems.
2. Analyze and interpret data to extract meaningful insights and trends.
3. Collaborate with cross-functional teams to integrate machine learning models into existing systems.
4. Stay up-to-date with the latest advancements in machine learning and artificial intelligence.
5. Participate in brainstorming sessions to generate new ideas for projects and solutions.
6. Assist in optimizing and fine-tuning machine learning models for improved performance.
7. Present findings and results to stakeholders in a clear and concise manner. 

If you are passionate about machine learning and eager to gain hands-on experience in a dynamic work environment, then this internship opportunity at Maxgen Technologies Private Limited is perfect for you. Apply now and unleash your potential in the world of artificial intelligence.|Python|Machine Learning|Deep Learning|Artificial intelligence|2 days ago|Part time",https://internshala.com/internship/detail/part-time-machine-learning-internship-in-ahmedabad-at-maxgen-technologies-private-limited1770352327,"₹ 5,000 - 12,000",3 Months,8500.0,Data Science & AI,False
Machine Learning (C++ Applications),Vyorius Drones Private Limited,Work from home,"Machine Learning (C++ Applications)|Vyorius Drones Private Limited|Actively hiring|Work from home|₹ 3,000 - 5,000 /month|2 Months|1. Experiment with different machine learning approaches to determine the most effective solution for specific problems.
2. Optimize and refactor existing codebases for performance, maintainability, and scalability.
3. Develop and train machine learning models on provided datasets.
4. Evaluate model performance using metrics such as accuracy, precision, recall, F1-score, or custom metrics specific to the application.
5. Fine-tune hyperparameters to improve model performance.
6. Preprocess raw datasets, including tasks such as data cleaning, normalization, feature extraction, and dimensionality reduction.
7. Work on embedding trained models into the C++ application for seamless integration.
8. Profile the C++ code and optimize machine learning algorithms to minimize memory usage and maximize computational efficiency.
9. Use GPU acceleration (e.g., CUDA or OpenCL) for training or inference tasks, if required.|Python|Algorithms|Robotics|Git|Machine Learning|GitHub|C++ Programming|+1 more|2 days ago|Job offer upto|₹ 4LPA|post internship",https://internshala.com/internship/detail/work-from-home-machine-learning-c-applications-internship-at-vyorius-drones-private-limited1770351345,"₹ 3,000 - 5,000",2 Months,4000.0,Data Science & AI,True
